Habitat,County,Site,Date,Techs,Station,Canopy,Weins10,Weins20,Weins30,Weins40,Weins50,Weins60,%Tree,%Shrub,%Grass,%Forb,%Bare,%DeadVeg,Other
Farm,GrandIsle,Borderview1,12/07/2019,"EB, BL",1,8,1,0,0,0,0,0,0,0,15,85,0,0,
Farm,GrandIsle,Borderview1,12/07/2019,"EB, BL",4,6.25,0,0,0,0,0,0,0,0,5,15,0,80,
Farm,GrandIsle,Borderview1,12/07/2019,"EB, BL",7,11.75,2,0,0,0,0,0,0,0,80,20,0,0,
Farm,GrandIsle,Borderview1,12/07/2019,"EB, BL",10,12,2,0,1,0,0,0,0,0,30,60,0,10,
Farm,GrandIsle,Borderview1,12/07/2019,"EB, BL",13,8,1,0,0,0,0,0,0,0,75,25,0,0,
Farm,GrandIsle,Borderview1,12/07/2019,"EB, BL",16,17.25,3,1,0,1,0,0,0,0,25,60,0,15,
Farm,GrandIsle,Borderview1,12/07/2019,"EB, BL",19,11.75,3,1,0,0,0,0,0,0,80,20,0,0,
Farm,GrandIsle,Borderview1,12/07/2019,"EB, BL",22,7.75,2,2,2,0,0,0,0,0,45,55,0,0,
Farm,GrandIsle,Borderview1,12/07/2019,"EB, BL",25,6.25,4,1,2,0,0,0,0,0,15,75,10,0,
Farm,GrandIsle,Borderview1,12/07/2019,"EB, BL",28,7,3,0,0,0,0,0,0,0,45,50,5,0,
Field,GrandIsle,Butternut1,15/07/2019,EB,1,1.25,5,1,1,1,0,0,0,0,40,60,0,0,
Field,GrandIsle,Butternut1,15/07/2019,EB,4,0.25,3,2,1,0,0,0,0,0,75,25,0,0,
Field,GrandIsle,Butternut1,15/07/2019,EB,7,0,2,1,0,0,0,0,0,0,30,70,0,0,
Field,GrandIsle,Butternut1,15/07/2019,EB,10,0,0,3,1,0,0,0,0,0,80,20,0,0,
Field,GrandIsle,Butternut1,15/07/2019,EB,13,0,1,2,0,0,0,0,0,0,15,85,0,0,
Field,GrandIsle,Butternut1,15/07/2019,EB,16,0,2,3,0,0,0,0,0,0,10,90,0,0,
Field,GrandIsle,Butternut1,15/07/2019,EB,19,0,2,3,1,0,0,0,0,0,45,55,0,0,
Field,GrandIsle,Butternut1,15/07/2019,EB,22,0,2,1,1,1,0,0,0,0,90,10,0,0,
Field,GrandIsle,Butternut1,15/07/2019,EB,25,0,3,1,0,0,0,0,0,0,50,50,0,0,
Field,GrandIsle,Butternut1,15/07/2019,EB,28,0,2,1,1,0,0,0,0,0,15,80,5,0,
Forest,GrandIsle,Butternut2,14/07/2019,"EB, BL",1,24,0,0,0,0,0,0,0,0,0,0,0,100,
Forest,GrandIsle,Butternut2,14/07/2019,"EB, BL",4,24,0,0,0,0,0,0,0,0,0,0,0,100,
Forest,GrandIsle,Butternut2,14/07/2019,"EB, BL",7,24,0,0,0,0,0,0,5,0,0,0,0,95,
Forest,GrandIsle,Butternut2,14/07/2019,"EB, BL",10,24,0,0,0,0,0,0,0,0,0,0,0,100,
Forest,GrandIsle,Butternut2,14/07/2019,"EB, BL",13,24,0,0,0,0,0,0,0,0,0,0,0,95,Moss 5%
Forest,GrandIsle,Butternut2,14/07/2019,"EB, BL",16,24,0,0,0,0,0,0,0,0,0,0,0,100,
Forest,GrandIsle,Butternut2,14/07/2019,"EB, BL",19,24,0,0,0,0,0,0,0,0,0,0,0,100,
Forest,GrandIsle,Butternut2,14/07/2019,"EB, BL",22,24,0,0,0,0,0,0,0,0,0,0,0,100,
Forest,GrandIsle,Butternut2,14/07/2019,"EB, BL",25,24,0,0,0,0,0,0,0,0,0,5,0,95,
Forest,GrandIsle,Butternut2,14/07/2019,"EB, BL",28,24,0,0,0,0,0,0,0,5,0,0,0,80,moss 15%
Field,Rutland,Buck4,20/07/2019,"EB,OB",1,0,1,1,0,0,0,0,0,0,80,20,0,0,
Field,Rutland,Buck4,20/07/2019,"EB,OB",4,0,1,3,0,0,0,0,0,0,85,15,0,0,
Field,Rutland,Buck4,20/07/2019,"EB,OB",7,0,1,1,0,0,0,0,0,0,45,55,0,0,
Field,Rutland,Buck4,20/07/2019,"EB,OB",10,0,4,2,1,0,0,0,0,0,90,10,0,0,
Field,Rutland,Buck4,20/07/2019,"EB,OB",13,0,3,2,0,0,0,0,0,0,75,25,0,0,
Field,Rutland,Buck4,20/07/2019,"EB,OB",16,0,3,3,0,0,0,0,0,0,85,15,0,0,
Field,Rutland,Buck4,20/07/2019,"EB,OB",19,0,2,1,2,0,0,0,0,0,90,10,0,0,
Field,Rutland,Buck4,20/07/2019,"EB,OB",22,0,4,1,4,0,0,0,0,0,90,10,0,0,
Field,Rutland,Buck4,20/07/2019,"EB,OB",25,0,3,3,2,0,0,0,0,0,95,5,0,0,
Field,Rutland,Buck4,20/07/2019,"EB,OB",28,0,2,3,3,0,0,0,0,0,65,35,0,0,
Field,Rutland,Buck3,21/07/2019,"EB,OB",1,1.75,3,2,1,0,2,0,0,0,60,10,0,30,
Field,Rutland,Buck3,21/07/2019,"EB,OB",4,0,2,1,0,1,0,0,0,0,95,5,0,0,
Field,Rutland,Buck3,21/07/2019,"EB,OB",7,0,2,1,2,1,0,0,0,0,40,60,0,0,
Field,Rutland,Buck3,21/07/2019,"EB,OB",10,0,1,2,1,1,0,0,0,0,55,30,0,0,
Field,Rutland,Buck3,21/07/2019,"EB,OB",13,0,3,3,0,0,0,0,0,0,80,20,0,0,
Field,Rutland,Buck3,21/07/2019,"EB,OB",16,0,3,2,0,0,0,1,0,0,80,20,0,0,
Field,Rutland,Buck3,21/07/2019,"EB,OB",19,0,4,1,3,4,1,0,0,0,10,90,0,0,
Field,Rutland,Buck3,21/07/2019,"EB,OB",22,0,2,2,1,0,0,0,0,0,90,10,0,0,
Field,Rutland,Buck3,21/07/2019,"EB,OB",25,0,1,3,3,2,0,0,0,0,70,30,0,0,
Field,Rutland,Buck3,21/07/2019,"EB,OB",28,0.5,4,2,0,0,0,0,0,0,85,15,0,0,
Field,Rutland,Buck1,23/07/2019,EB,1,3,2,1,0,0,0,0,0,0,85,15,0,0,
Field,Rutland,Buck1,23/07/2019,EB,4,0,1,2,0,0,0,0,0,0,80,20,0,0,
Field,Rutland,Buck1,23/07/2019,EB,7,0,3,3,1,3,0,0,0,0,70,30,0,0,
Field,Rutland,Buck1,23/07/2019,EB,10,0,1,1,3,0,0,0,0,0,85,15,0,0,
Field,Rutland,Buck1,23/07/2019,EB,13,0,1,2,2,1,0,0,0,15,85,0,0,0,
Field,Rutland,Buck1,23/07/2019,EB,16,0,4,1,0,0,0,0,0,10,85,5,0,0,
Field,Rutland,Buck1,23/07/2019,EB,19,0,0,3,3,1,2,1,0,0,30,70,0,0,
Field,Rutland,Buck1,23/07/2019,EB,22,0,3,0,0,0,0,0,0,0,65,35,0,0,
Field,Rutland,Buck1,23/07/2019,EB,25,0,5,0,0,0,0,0,0,0,90,10,0,0,
Field,Rutland,Buck1,23/07/2019,EB,28,0,4,0,0,0,0,0,0,5,75,20,0,0,
Forest,Rutland,Buck2,24/07/2019,"EB, TM",1,24,0,0,0,0,0,0,5,0,0,0,25,70,
Forest,Rutland,Buck2,24/07/2019,"EB, TM",4,24,0,0,0,0,0,0,5,0,0,0,80,15,
Forest,Rutland,Buck2,24/07/2019,"EB, TM",7,24,0,0,0,0,0,0,0,20,0,0,0,80,
Forest,Rutland,Buck2,24/07/2019,"EB, TM",10,24,0,0,0,0,0,0,0,10,0,0,0,90,
Forest,Rutland,Buck2,24/07/2019,"EB, TM",13,24,0,0,0,0,0,0,0,0,0,0,0,100,
Forest,Rutland,Buck2,24/07/2019,"EB, TM",16,24,1,0,0,0,0,0,0,0,5,5,0,90,
Forest,Rutland,Buck2,24/07/2019,"EB, TM",19,24,0,0,0,0,0,0,0,0,0,0,0,100,
Forest,Rutland,Buck2,24/07/2019,"EB, TM",22,24,0,0,0,0,0,0,0,20,0,0,0,80,
Forest,Rutland,Buck2,24/07/2019,"EB, TM",25,23.75,0,0,0,0,0,0,0,0,0,5,10,85,
Forest,Rutland,Buck2,24/07/2019,"EB, TM",28,24,0,0,0,0,0,0,0,5,0,10,0,85,
Farm,Franklin,RiverBerry1,29/07/2019,"EB, RO",1,0,0,0,0,0,0,0,0,0,0,65,35,0,
Farm,Franklin,RiverBerry1,29/07/2019,"EB, RO",4,1.25,2,3,4,1,0,1,0,0,85,15,0,0,
Farm,Franklin,RiverBerry1,29/07/2019,"EB, RO",7,0.5,3,3,0,1,0,0,0,0,75,25,0,0,
Farm,Franklin,RiverBerry1,29/07/2019,"EB, RO",10,0,1,0,5,5,0,0,0,0,75,15,10,0,
Farm,Franklin,RiverBerry1,29/07/2019,"EB, RO",13,0.25,4,1,1,1,1,1,0,0,80,20,0,0,
Farm,Franklin,RiverBerry1,29/07/2019,"EB, RO",16,0,2,2,0,0,0,0,0,20,70,10,0,0,
Farm,Franklin,RiverBerry1,29/07/2019,"EB, RO",19,0,2,2,0,1,0,0,0,40,50,10,0,0,
Farm,Franklin,RiverBerry1,29/07/2019,"EB, RO",22,0,4,2,2,0,1,1,0,0,45,55,0,0,
Farm,Franklin,RiverBerry1,29/07/2019,"EB, RO",25,0,2,4,0,0,0,0,0,0,50,45,5,0,
Farm,Franklin,RiverBerry1,29/07/2019,"EB, RO",28,0.25,3,3,0,1,1,0,0,0,80,20,0,0,
Farm,Franklin,RiverBerry2,30/07/2019,"EB, RO",1,4.5,3,2,2,0,0,0,0,0,20,80,0,0,
Farm,Franklin,RiverBerry2,30/07/2019,"EB, RO",4,1,3,4,2,1,1,0,0,0,25,75,0,0,
Farm,Franklin,RiverBerry2,30/07/2019,"EB, RO",7,2.25,4,2,0,0,0,0,0,10,75,15,0,0,
Farm,Franklin,RiverBerry2,30/07/2019,"EB, RO",10,5.5,4,4,3,1,1,1,0,45,20,35,0,0,
Farm,Franklin,RiverBerry2,30/07/2019,"EB, RO",13,6.5,5,1,0,0,0,0,0,0,70,30,0,0,
Farm,Franklin,RiverBerry2,30/07/2019,"EB, RO",16,6.25,6,2,1,0,0,0,0,0,35,65,0,0,
Farm,Franklin,RiverBerry2,30/07/2019,"EB, RO",19,3.25,5,2,1,0,0,0,0,0,80,20,0,0,
Farm,Franklin,RiverBerry2,30/07/2019,"EB, RO",22,6.5,5,3,2,2,0,0,0,0,10,90,0,0,
Farm,Franklin,RiverBerry2,30/07/2019,"EB, RO",25,5.25,4,4,3,2,1,0,0,5,50,45,0,0,
Farm,Franklin,RiverBerry2,30/07/2019,"EB, RO",28,0.75,5,3,4,2,4,1,0,0,65,35,0,0,
Forest,Chittenden,Jericho2,26/05/2020,"EB, BL",1,13.75,0,0,0,1,0,0,0,0,0,15,0,85,
Forest,Chittenden,Jericho2,26/05/2020,"EB, BL",4,23.25,0,0,0,0,0,0,0,0,0,10,0,90,
Forest,Chittenden,Jericho2,26/05/2020,"EB, BL",7,23.5,0,0,0,0,0,0,0,0,0,5,0,95,
Forest,Chittenden,Jericho2,26/05/2020,"EB, BL",10,23.25,0,0,0,0,0,0,5,0,0,5,0,90,
Forest,Chittenden,Jericho2,26/05/2020,"EB, BL",13,22.75,0,0,0,0,0,0,0,0,0,0,0,100,
Forest,Chittenden,Jericho2,26/05/2020,"EB, BL",16,23.75,0,0,0,0,0,0,0,0,0,5,0,95,
Forest,Chittenden,Jericho2,26/05/2020,"EB, BL",19,23.75,0,0,0,0,0,0,0,0,5,5,0,90,
Forest,Chittenden,Jericho2,26/05/2020,"EB, BL",22,23.75,0,0,0,0,0,0,5,0,0,5,0,90,
Forest,Chittenden,Jericho2,26/05/2020,"EB, BL",25,23.5,0,0,0,0,0,0,5,0,0,5,0,90,
Forest,Chittenden,Jericho2,26/05/2020,"EB, BL",28,23.25,0,0,0,0,0,0,0,0,0,5,0,95,
Forest,Chittenden,Jericho1,27/05/2020,"EB, BL",1,23,0,0,0,0,0,0,0,0,0,5,0,80,moss 15%
Forest,Chittenden,Jericho1,27/05/2020,"EB, BL",4,22.75,0,0,0,0,0,0,0,0,0,10,0,90,
Forest,Chittenden,Jericho1,27/05/2020,"EB, BL",7,23,0,0,0,0,0,0,0,0,0,20,0,80,
Forest,Chittenden,Jericho1,27/05/2020,"EB, BL",10,24,0,0,0,0,0,0,0,0,0,15,0,85,
Forest,Chittenden,Jericho1,27/05/2020,"EB, BL",13,23.75,0,0,0,0,0,0,0,0,0,10,0,80,
Forest,Chittenden,Jericho1,27/05/2020,"EB, BL",16,24,1,0,0,0,0,0,0,0,0,20,0,80,
Forest,Chittenden,Jericho1,27/05/2020,"EB, BL",19,23.25,0,0,0,0,0,0,0,0,0,10,0,90,
Forest,Chittenden,Jericho1,27/05/2020,"EB, BL",22,22.5,0,0,0,0,0,0,0,0,0,5,0,85,moss 10%
Forest,Chittenden,Jericho1,27/05/2020,"EB, BL",25,24,0,0,0,0,0,0,0,0,0,5,0,95,
Forest,Chittenden,Jericho1,27/05/2020,"EB, BL",28,23.5,1,0,0,0,0,0,0,0,0,35,0,65,
Field,Chittenden,Audubon1,29/05/2020,"EB, BL",1,0,2,3,0,3,0,0,0,0,20,25,0,55,
Field,Chittenden,Audubon1,29/05/2020,"EB, BL",4,0,3,0,1,2,0,0,0,0,30,20,0,50,
Field,Chittenden,Audubon1,29/05/2020,"EB, BL",7,0,3,0,0,0,0,0,0,0,30,10,0,60,
Field,Chittenden,Audubon1,29/05/2020,"EB, BL",10,0,1,1,1,0,0,0,0,0,20,5,0,70,
Field,Chittenden,Audubon1,29/05/2020,"EB, BL",13,0,1,3,0,0,0,0,0,0,25,10,0,65,
Field,Chittenden,Audubon1,29/05/2020,"EB, BL",16,0.5,2,4,3,0,0,0,0,0,60,0,0,40,
Field,Chittenden,Audubon1,29/05/2020,"EB, BL",19,0.75,2,1,0,0,0,0,0,0,30,5,0,65,
Field,Chittenden,Audubon1,29/05/2020,"EB, BL",22,4.5,2,0,0,0,0,0,0,0,5,10,0,85,
Field,Chittenden,Audubon1,29/05/2020,"EB, BL",25,2.5,1,2,0,0,0,0,0,0,10,45,0,45,
Field,Chittenden,Audubon1,29/05/2020,"EB, BL",28,2.5,3,3,0,0,0,0,0,0,25,10,0,65,
Forest,Chittenden,Audubon2,30/05/2020,"EB, BL",1,22.5,0,0,0,0,0,0,0,15,10,10,0,65,
Forest,Chittenden,Audubon2,30/05/2020,"EB, BL",4,23.75,1,0,0,0,0,0,5,0,0,20,0,75,
Forest,Chittenden,Audubon2,30/05/2020,"EB, BL",7,20,1,0,0,0,0,0,0,0,10,65,0,25,moss 10%
Forest,Chittenden,Audubon2,30/05/2020,"EB, BL",10,21.25,0,0,0,0,0,0,0,0,0,0,0,60,moss 40%
Forest,Chittenden,Audubon2,30/05/2020,"EB, BL",13,23.25,1,0,0,0,0,0,10,0,0,5,0,80,moss 5%
Forest,Chittenden,Audubon2,30/05/2020,"EB, BL",16,23.5,2,0,0,0,0,0,5,0,0,5,0,90,
Forest,Chittenden,Audubon2,30/05/2020,"EB, BL",19,23.25,0,0,0,0,0,0,0,0,0,5,0,95,
Forest,Chittenden,Audubon2,30/05/2020,"EB, BL",22,23,0,0,0,0,0,0,0,5,0,10,0,85,
Forest,Chittenden,Audubon2,30/05/2020,"EB, BL",25,22.25,0,0,0,0,0,0,0,0,0,5,10,85,
Forest,Chittenden,Audubon2,30/05/2020,"EB, BL",28,21.5,0,0,0,1,0,0,0,10,0,5,0,85,
Farm,Chittenden,Inter2,03/06/2020,"EB, BL",1,2,1,1,3,2,0,0,0,0,75,25,0,0,
Farm,Chittenden,Inter2,03/06/2020,"EB, BL",4,2.25,1,3,2,0,2,1,0,0,100,0,0,0,
Farm,Chittenden,Inter2,03/06/2020,"EB, BL",7,14.5,0,1,4,0,0,0,0,0,20,60,0,30,
Farm,Chittenden,Inter2,03/06/2020,"EB, BL",10,10.25,0,2,0,0,1,1,0,0,30,15,5,50,
Farm,Chittenden,Inter2,03/06/2020,"EB, BL",13,12,4,3,1,0,1,0,0,0,60,15,0,75,
Farm,Chittenden,Inter2,03/06/2020,"EB, BL",16,9,2,3,2,2,0,1,0,0,80,20,0,0,
Farm,Chittenden,Inter2,03/06/2020,"EB, BL",19,11.75,2,0,0,0,0,0,0,0,90,10,0,0,
Farm,Chittenden,Inter2,03/06/2020,"EB, BL",22,11,0,2,0,0,0,0,0,0,85,15,0,0,
Farm,Chittenden,Inter2,03/06/2020,"EB, BL",25,3.75,1,2,4,1,0,0,0,0,30,70,0,0,
Farm,Chittenden,Inter2,03/06/2020,"EB, BL",28,16.75,0,1,3,0,0,0,0,0,5,85,0,10,
Farm,Chittenden,Inter1,04/06/2020,"EB, BL",1,12.5,0,0,2,0,1,0,0,0,0,100,0,0,
Farm,Chittenden,Inter1,04/06/2020,"EB, BL",4,9.25,0,3,3,0,0,0,0,0,5,85,10,0,
Farm,Chittenden,Inter1,04/06/2020,"EB, BL",7,6.75,2,1,0,0,0,0,0,0,75,75,0,0,
Farm,Chittenden,Inter1,04/06/2020,"EB, BL",10,10.5,3,3,1,0,0,0,0,0,30,65,0,0,
Farm,Chittenden,Inter1,04/06/2020,"EB, BL",13,12,2,1,1,1,0,0,0,0,60,40,0,0,
Farm,Chittenden,Inter1,04/06/2020,"EB, BL",16,11.75,2,1,1,1,0,0,0,0,50,50,0,0,
Farm,Chittenden,Inter1,04/06/2020,"EB, BL",19,10.5,2,2,0,1,1,0,0,0,80,20,0,0,
Farm,Chittenden,Inter1,04/06/2020,"EB, BL",22,14.25,1,1,3,3,0,0,0,0,25,45,15,0,
Farm,Chittenden,Inter1,04/06/2020,"EB, BL",25,13.75,1,1,1,1,1,1,0,0,90,10,0,0,
Farm,Chittenden,Inter1,04/06/2020,"EB, BL",28,12.5,0,0,1,1,0,0,0,0,0,75,0,25,
Field,Chittenden,StM2,06/06/2020,"EB, BL",1,3,0,0,0,0,0,0,0,0,0,25,0,,
Field,Chittenden,StM2,06/06/2020,"EB, BL",4,0.5,0,2,0,0,0,0,0,0,10,35,0,75,
Field,Chittenden,StM2,06/06/2020,"EB, BL",7,0.25,1,0,2,3,1,1,0,0,15,70,15,55,
Field,Chittenden,StM2,06/06/2020,"EB, BL",10,0,2,2,1,0,0,0,0,0,40,25,0,35,
Field,Chittenden,StM2,06/06/2020,"EB, BL",13,0,3,1,4,0,0,0,0,0,65,25,0,10,
Field,Chittenden,StM2,06/06/2020,"EB, BL",16,0,0,0,1,0,0,0,0,0,20,10,0,70,
Field,Chittenden,StM2,06/06/2020,"EB, BL",19,0,0,1,0,0,0,0,0,0,0,30,0,70,
Field,Chittenden,StM2,06/06/2020,"EB, BL",22,0,0,0,0,0,0,0,0,0,5,5,0,90,
Field,Chittenden,StM2,06/06/2020,"EB, BL",25,0,0,0,0,0,0,0,0,0,5,10,0,85,
Field,Chittenden,StM2,06/06/2020,"EB, BL",28,0,1,0,0,0,0,0,0,0,10,5,0,85,
Field,Chittenden,StM1,07/06/2020,"EB, BL",1,1.75,1,0,0,0,0,0,0,0,10,5,0,85,
Field,Chittenden,StM1,07/06/2020,"EB, BL",4,0.75,0,0,0,0,0,0,0,0,0,10,0,90,
Field,Chittenden,StM1,07/06/2020,"EB, BL",7,0,0,0,0,0,0,0,0,0,5,15,0,80,
Field,Chittenden,StM1,07/06/2020,"EB, BL",10,0,1,1,0,1,0,0,0,0,5,30,0,65,
Field,Chittenden,StM1,07/06/2020,"EB, BL",13,0,0,1,0,0,0,0,0,0,5,50,0,45,
Field,Chittenden,StM1,07/06/2020,"EB, BL",16,0,0,1,0,0,0,0,0,0,10,5,0,85,
Field,Chittenden,StM1,07/06/2020,"EB, BL",19,0,0,1,0,0,0,0,0,0,5,45,0,50,
Field,Chittenden,StM1,07/06/2020,"EB, BL",22,0,1,1,1,1,0,0,0,0,25,10,0,65,
Field,Chittenden,StM1,07/06/2020,"EB, BL",25,0,1,0,0,0,0,0,0,0,25,10,0,65,
Field,Chittenden,StM1,07/06/2020,"EB, BL",28,0,0,0,1,0,1,1,0,0,15,70,0,15,
Farm,Chittenden,Hort2,11/06/2020,"EB, BL",1,2.5,2,1,0,0,0,0,0,0,80,20,0,0,
Farm,Chittenden,Hort2,11/06/2020,"EB, BL",4,3.25,4,0,0,0,0,0,0,0,65,25,0,0,
Farm,Chittenden,Hort2,11/06/2020,"EB, BL",7,0.75,2,0,0,0,0,0,0,0,65,5,30,0,
Farm,Chittenden,Hort2,11/06/2020,"EB, BL",10,2.25,3,2,0,0,0,0,0,0,85,10,5,0,
Farm,Chittenden,Hort2,11/06/2020,"EB, BL",13,1.5,2,0,0,0,0,0,0,0,50,50,0,0,
Farm,Chittenden,Hort2,11/06/2020,"EB, BL",16,2.5,1,0,0,0,0,0,0,0,0,85,0,15,
Farm,Chittenden,Hort2,11/06/2020,"EB, BL",19,6.75,1,1,0,0,0,0,0,0,30,65,5,0,
Farm,Chittenden,Hort2,11/06/2020,"EB, BL",22,14.75,1,0,0,0,0,0,0,0,5,85,10,0,
Farm,Chittenden,Hort2,11/06/2020,"EB, BL",25,13.5,3,0,0,0,0,0,0,0,5,90,5,0,
Farm,Chittenden,Hort2,11/06/2020,"EB, BL",28,16,2,0,0,0,0,0,0,0,30,60,0,0,moss 10%
Farm,Chittenden,Hort3,12/06/2020,"EB, BL",1,13,3,1,0,0,0,0,0,0,70,30,0,0,
Farm,Chittenden,Hort3,12/06/2020,"EB, BL",4,11.75,1,5,0,0,0,0,0,0,70,20,0,10,
Farm,Chittenden,Hort3,12/06/2020,"EB, BL",7,16,0,0,0,0,0,0,0,0,30,35,0,35,
Farm,Chittenden,Hort3,12/06/2020,"EB, BL",10,14.75,0,0,0,0,0,0,0,0,5,15,0,80,
Farm,Chittenden,Hort3,12/06/2020,"EB, BL",13,9.75,0,0,0,0,0,0,0,0,25,10,0,65,
Farm,Chittenden,Hort3,12/06/2020,"EB, BL",16,15.75,3,1,0,0,0,0,0,0,55,0,0,45,
Farm,Chittenden,Hort3,12/06/2020,"EB, BL",19,12.25,1,1,0,0,0,0,0,0,20,5,0,25,
Farm,Chittenden,Hort3,12/06/2020,"EB, BL",22,19,1,0,0,0,0,0,0,0,15,80,0,5,
Farm,Chittenden,Hort3,12/06/2020,"EB, BL",25,16.25,0,1,0,0,0,0,0,0,85,10,0,5,
Farm,Chittenden,Hort3,12/06/2020,"EB, BL",28,13.25,3,0,0,0,0,0,0,0,35,25,0,40,
Forest,Chittenden,Jericho2,19/06/2020,"EB, BL",1,22.75,0,0,0,0,0,0,0,0,0,20,0,80,
Forest,Chittenden,Jericho2,19/06/2020,"EB, BL",4,23.75,0,0,0,0,0,0,5,0,0,15,0,80,
Forest,Chittenden,Jericho2,19/06/2020,"EB, BL",7,23.75,0,0,0,0,0,0,0,0,0,5,0,95,
Forest,Chittenden,Jericho2,19/06/2020,"EB, BL",10,24,0,0,0,0,0,0,0,0,0,0,0,100,
Forest,Chittenden,Jericho2,19/06/2020,"EB, BL",13,23.75,0,0,0,0,0,0,0,0,0,0,0,100,
Forest,Chittenden,Jericho2,19/06/2020,"EB, BL",16,24,0,0,0,0,0,0,5,0,0,0,0,95,moss 5%
